article_id	span_start	span_end	span	context	label
782086447	42861	42872	pray for us	Mary, Mother of the Church, pray for us!	Repetition
771406408	1840	1851	tired farce	This tired farce has dragged on.	Loaded_Language
999001970	2611	2651	I'm sure Patel felt very, like, accepted	I'm sure Patel felt very, like, accepted.	Exaggeration,Minimisation
721890296	3427	3477	Christian and Muslim societies “will never unite.”	"He called it an ""illusion"" and said that Christian and Muslim societies “will never unite.” Of course, they won't."	Appeal_to_Authority
759337941	1369	1389	alleged Muslim spies	House investigators found the House server was being used for nefarious purposes and the alleged Muslim spies were removing information and sending it for foreign actors.	Name_Calling,Labeling
724095467	145	161	gross negligence	PROOF: The LVMPD And FBI Failed To Catalog At Least One Deceased Las Vegas Massacre Victim As Death Toll Rises  In what can only be described as gross negligence or a massive cover-up of the truth, the F.B.I.	Loaded_Language
752287274	3360	3385	Why is that even relevant	“Why is that even relevant?” Bacon said of Jamal’s misstatement at the March 7 court date.	Doubt
725498022	21137	21152	harsh criticism	In fact, the chaos and lack of commitment on the issue has come under harsh criticism from at least one member of the pope’s now-defunct sex abuse commission, a loudly trumpeted part of Bergoglio’s early scheme of reform.	Loaded_Language
765385479	5316	5335	gratuitously abused	The book’s authors, Luke Harding and David Leigh, gratuitously abused Assange as a “damaged personality” and “callous”.	Loaded_Language
738207834	12432	12450	arch-conservative”	Moreover, the scandalous pack of frauds we currently have in the episcopate is entirely the product of the “arch-conservative” John Paul II and the “Rottweiler” Benedict XVI pontificates.	Name_Calling,Labeling
788056108	17572	17590	to end his rampage	The successors of the Apostles, the only ones in a position to end his rampage, must demand his resignation and, should he refuse as expected, act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy.	Loaded_Language
780414700	7820	7867	now-culturally-acceptable acts of homosexuality	There has been a great deal of effort to keep separate acts which fall under the category of now-culturally-acceptable acts of homosexuality from the publically-deplorable acts of pedophilia.	Name_Calling,Labeling
776345502	3911	3965	one of the most successful in history, is a TOTAL HOAX	‘Russian Collusion with the Trump Campaign, one of the most successful in history, is a TOTAL HOAX,’ he wrote.	Exaggeration,Minimisation
708561738	2062	2102	the lawmakers with the worst reputations	I included the following quote from CNN in an article the other day, but I also believe that it fits just perfectly here… In an environment with “so many young women,” said one ex-House aide, the men “have no self-control.” “Amongst ourselves, we know,” a former Senate staffer said of the lawmakers with the worst reputations.	Exaggeration,Minimisation
783702663	9885	9893	smearing	The neo-Catholic propaganda mill will have a very difficult time smearing this witness, however.	Loaded_Language
790266787	3929	3943	another beauty	"“And then you this other con artist, Avenatti, come out with another beauty today."""	Name_Calling,Labeling
701939679	234	337	Imagine spending all that time studying Islam and yet still misunderstanding its true, peaceful message	Our daily life was basically prayer, eating, and learning about the religion for about eight hours.” Imagine spending all that time studying Islam and yet still misunderstanding its true, peaceful message.	Doubt
790667730	84	88	Sham	"Senator Lindsey Graham Unleashes Firestorm At Democrat Senators For ""Most Unethical Sham"" Since He's Been In Politics  I'm not a fan of Senator Lindsey Graham (R-SC), and he's my senator, but I have to tell you that he was right on point on Thursday when he berated Senate Democrats in their relentless assault on Judge Brett Kavanaugh while at the same time believing every word of Dr."	Loaded_Language
999001296	384	464	the Democrats are likewise working feverishly to overturn the will of the people	In Florida, the Democrats are likewise working feverishly to overturn the will of the people.	Flag-Waving
721890296	70	87	"""Muslim Invaders"""	"Hungarian Prime Minister Hits Nail On The Head: Refugees Are Actually ""Muslim Invaders""  Hungarian Prime Minister Viktor Orban doesn't mince words when it comes to the Muslim invasion in Europe and specifically to his own country."	Name_Calling,Labeling
730149656	5147	5185	documented threat to national security	Sofian Zakkout’s bigoted and radical agenda is antithetical to this and is a documented threat to national security.	Appeal_to_fear-prejudice
713130996	1783	1798	SMASH THE STATE	In 2003, as board president, he commissioned a graffiti artist to spray SMASH THE STATE on his office wall, in “traffic cone orange.” As Gonzalez explained, “This is a sentiment I think all of us have had.	Slogans
783702663	35774	35814	single, young neo-traditionalist prelate	Rather, what he views with alarm as an “essential element” of the context in which Wuerl operates is that “scandals are also the opportunity for the neo-traditionalist Catholicism of the younger generations of American Catholics to attack American bishops and cardinals close to Pope Francis….” Better a thousand septuagenarian Wuerls in their lavish sties of corruption, financed by the faithful, than a single, young neo-traditionalist prelate!	Name_Calling,Labeling
697454736	12492	12644	demonstrate a pronounced lack of comprehension of pertinent ecclesiological and theological basics, and a rather embarrassing lack of rhetorical finesse	Fastiggi’s inapt citation to Canon 751 and his clumsy and insulting questions about my “standing in the Catholic Church” and whether I am “refusing submission to the Roman Pontiff” demonstrate a pronounced lack of comprehension of pertinent ecclesiological and theological basics, and a rather embarrassing lack of rhetorical finesse.	Loaded_Language
729578579	18366	18386	nonsense, propaganda	This means that his use of this language was a conspiratorial wink and nod to his immediate audience, a sly message to say, “People talk all the time about a gay lobby, but you and I both know this is mostly nonsense, propaganda from those people… those conservatives…We cool and hip people don’t hate gays, do we?” This astonishing departure follows an implied but very clear assertion that Ricca has repented and given up his activity, an assertion that has absolutely no evidence to back it up.	Loaded_Language
730237078	1030	1062	fastest spacecraft ever launched	“New Horizons has long been a mission of firsts — first to explore Pluto, first to explore the Kuiper Belt, fastest spacecraft ever launched,” New Horizons Principal Investigator Alan Stern, of the Southwest Research Institute in Boulder, Colorado, notes in a statement.	Exaggeration,Minimisation
111111132	4427	4497	“You don’t need to be reading this. You need to be reading the Bible.”	One day a student saw her daughter reading a “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this. You need to be reading the Bible.”  Eventually Deal moved her daughter to a public school a few miles away in Virginia where there is no Bible class.	Black-and-White_Fallacy
999001226	2014	2024	By the way	By the way, she missed her deadline.	Thought-terminating_Cliches
721406153	5115	5139	lie from the pit of hell	Chiodi’s sole “authority” for this lie from the pit of hell is nothing more than Chapter 8 of AL, the only document of its kind in the entire history of the Church.	Loaded_Language
789615291	12848	12853	farce	For now, Grassley needs to end this farce if Ford doesn’t show up on Thursday or continues to negotiate for more delays and concessions.	Loaded_Language
778664280	4132	4158	bringing a saint to Newark	John Paul II’s 1995 visit, he was remembered for “bringing a saint to Newark,” not as an abuser of seminarians, minors or priests.	Name_Calling,Labeling
766942310	1797	1806	love-fest	A much ballyhooed flight to Singapore, backslapping a delighted Kim, and a love-fest between the two chunky leaders was sold to Americans as the dawn of peace.	Loaded_Language
740356006	216	240	outstanding human being”	Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.	Exaggeration,Minimisation
771879020	3195	3224	So what if this code is a gun	"""So what if this code is a gun?” The Department of Justice's surprising settlement, confirmed in court documents earlier this month, essentially surrenders to that argument."	Thought-terminating_Cliches
999001032	607	619	whip them up	You have to whip them up into a frenzy in order for them to vote.” Secret Gun Control Agenda Revealed: “three day waiting period for everybody,” “small steps” to ban assault rifles; “I don’t think he can say it [be]cause he’s trying to get the moderates” Florida is a “F***ed up,” “cracker state,” “you have to appeal to white guilt” This is a breaking news story.	Repetition
790266787	7430	7444	I am terrified	“I am terrified.	Loaded_Language
755393220	730	745	none other than	Coincidentally, MEK was classified as a terrorist organization by the United States and its allies—during this training period—until none other than Hillary Clinton suddenly removed them from the list in 2012.	Loaded_Language
999000147	2681	2918	This is a clear violation of the Senate Ethics rules which safeguard against the appearance or actuality of elected officials ‘cashing in’ on their official position for political purposes,” said Kendra Arnold, executive director of FACT	“This is a clear violation of the Senate Ethics rules which safeguard against the appearance or actuality of elected officials ‘cashing in’ on their official position for political purposes,” said Kendra Arnold, executive director of FACT.	Appeal_to_Authority
707566605	1222	1253	the “worst outbreak in 50 years	Official figures reveal at least 2,034 people have been infected with the “medieval disease” so far in what has been described as the “worst outbreak in 50 years.” The black death outbreak has so far claimed at least 165 lives.	Exaggeration,Minimisation
735815173	2334	2446	denounced Jews as “satanic,” praised Hitler as a “very great man” and has said that white people “deserve to die	Danny Davis confirmed in an interview Sunday that he has a personal relationship with Nation of Islam leader Louis Farrakhan, a notorious anti-Semite, and said he isn’t bothered by Farrakhan’s position on “the Jewish question.” Farrakhan has repeatedly denounced Jews as “satanic,” praised Hitler as a “very great man” and has said that white people “deserve to die.” The congressman wasn’t sure why the ADL wrote that he had been misquoted in his praise for the anti-Semite, and said he wasn’t sure if someone from his office had told the ADL he was misquoted, he told The Daily Caller News Foundation on Sunday.	Bandwagon,Reductio_ad_hitlerum
780414700	5145	5206	we have excused sin in the name of a mistaken notion of mercy	Unless and until we take seriously our call to sanctity, we, as an institution and as individuals, will continue to suffer the “wages of sin.” For too long we have diminished the reality of sin — we have refused to call a sin a sin — and we have excused sin in the name of a mistaken notion of mercy.	Causal_Oversimplification
729303442	3659	3670	a whitewash	Michael Mostyn, CEO of B’nai Brith Canada, called the report a whitewash.	Name_Calling,Labeling
771655795	453	498	has now made gun control virtually impossible	However, a new ruling in a court case over 3-D printer files of guns has now made gun control virtually impossible.	Exaggeration,Minimisation
111111132	12045	12087	liberty of conscience is not up for a vote	“Even if 99.9 percent of the people in the community want it, they need to remember that liberty of conscience is not up for a vote,” he said.	Slogans
708561738	2291	2318	sex trade on Capitol Hill.”	And sometimes, the sexual advances from members of Congress or senior aides are reciprocated in the hopes of advancing one’s career — what one political veteran bluntly referred to as a “sex trade on Capitol Hill.” Do you want to stop this from happening?	Slogans
765913191	6575	6584	America’s	“It’s time for our leaders in Washington to follow the lead of America’s mayors and put public safety over NRA priorities.” None of these statements can be backed up by facts.	Flag-Waving
762206044	3175	3197	ominously’ indifferent	“The police high-ups are ‘ominously’ indifferent to proceed against Awan,” and it’s “noteworthy” how they were “complying with the desires of” Awan, who the paper described as a “White House employee.” “About a dozen farmers of Chak 7-JB, Panjor, including five siblings — all aged between 57 and 70 — have given up hope of justice after they sold their agricultural lands to Ashraf Awan of Bole De Jhugi, who is father of White House employee Shahid Imran,” Dawn reported.	Loaded_Language
758756657	5870	5874	kill	Unidentified “adult friends.”) He sent this message to me: A student in the school threatened to get her adult friends to come to my home and kill me by stabbing me in the chest and ripping my organs out.	Appeal_to_fear-prejudice
783702663	14642	14683	a new bumper crop of homosexual ordinands	First of all, as I predicted 16 years ago, because the Vatican under John Paul II had no intention of enforcing the pre-conciliar ban on admission of homosexuals to the seminary “a new bumper crop of homosexual ordinands is guaranteed—and with it a new harvest of scandal for the Church.” That prediction came immediately after the “pedophile summit” of 2002 in Rome, which I attended as The Remnant’s correspondent.	Loaded_Language
761674108	3674	3681	triumph	"Yesterday's New York Times recognized Trump's triumph: ""Despite the fervor of President Trump's Republican opponents, the president's brand of hard-edged nationalism—with its gut-level cultural appeals and hard lines on trade and immigration—is taking root within his adopted party."""	Loaded_Language
786344683	73	127	blew the cover off the 2016 election influence charade	Google Was ‘Working To Get Hillary Clinton Elected’  Tucker Carlson just blew the cover off the 2016 election influence charade, after he read an internal email on Monday night’s show from a senior Google employee who admitted to using company resources to make a “silent donation” to a liberal group that was creating ads and donating funds to bus Latinos to voting stations during the 2016 election in key swing states, in an effort to help Hillary Clinton win.	Loaded_Language
783702663	40500	40629	a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department	Rather, it is an ideological movement dedicated to the face-saving defense of a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department.	Exaggeration,Minimisation
782086447	40148	40164	stained with sin	The Church, the depositary of the blessing of the New Covenant, signed in the blood of the Lamb, is holy but made up of sinners, as Saint Ambrose wrote: the Church is “immaculata ex maculatis,” she is holy and spotless even though, in her earthly journey, she is made up of men stained with sin.	Loaded_Language
787002327	215	251	Charming, Seducing, and Devouring Us	Facebook Lifts Frontpage Editor Jamie Glazov’s 9/11 Ban  [Editors' note: To best understand why Facebook would ban Jamie Glazov on 9/11 in the first place, pre-order Jamie's new book, Jihadist Psychopath: How He Is Charming, Seducing, and Devouring Us: HERE.	Loaded_Language
764664283	3496	3521	“right-wing Islamophobes”	Throughout his book, Wills’ assurances that the Qur’an is not really as bad as “right-wing Islamophobes” say, or that the Bible contains material that is just as bad or worse, dissolve under close scrutiny.	Name_Calling,Labeling
780786973	1882	2009	the president dictated a misleading statement about it a year later and it remains murky just when he learned about the meeting	The session also was attended by then-campaign chairman Paul Manafort and Trump son-in-law Jared Kushner; the president dictated a misleading statement about it a year later and it remains murky just when he learned about the meeting.	Doubt
782149225	3068	3181	a “tiny minority of extremists,” abhorred by the vast majority of peaceful Muslims for “hijacking” their religion	These weren’t the actions of a “tiny minority of extremists,” abhorred by the vast majority of peaceful Muslims for “hijacking” their religion.	Name_Calling,Labeling
729578579	21375	21389	watched aghast	Believing Catholics have watched aghast as this pope has habitually trampled on every aspect of Catholic teaching.	Loaded_Language
790266787	0	21	Avenatti’s Freak Show	Avenatti’s Freak Show  On the eve of a historic Supreme Court confirmation hearing, two more women have materialized out of thin air to accuse President Trump’s high court nominee Brett Kavanaugh of sexual improprieties – bringing the total number of accusers to four.	Name_Calling,Labeling
765385479	7352	7484	No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account	They Never Happened No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account.	Exaggeration,Minimisation
758386255	6980	6990	extinction	The irony, of course, is built in, since this document is intended as a legal chopping block for the dissolution of any house of contemplative nuns that is judged to be hovering on the edge of extinction or is for some other reason in need of the chop.	Loaded_Language
761674108	2892	2899	destroy	With the Cold War over for a quarter of a century, what is the case now for America, $20 trillion in debt, going abroad in search of monsters to destroy?	Loaded_Language
761334950	17133	17143	demolition	The first task Francis gave Carballo was the demolition of the Franciscan Friars of the Immaculate.	Loaded_Language
737194975	600	675	one of the most egregious gun control machinations of all: gun confiscation	Instead, he has become the poster boy for one of the most egregious gun control machinations of all: gun confiscation.	Exaggeration,Minimisation
730237078	35	50	record-breaking	NASA releases images captured at a record-breaking 3.79 billion miles from Earth  NASA has a whole lot of fancy image-gathering hardware on Earth and in space, and we’ve seen countless of stunning snapshots taken from here on Earth as well as nearby planets like Mars, Jupiter and Saturn.	Loaded_Language
741923579	2765	2862	So each time something like this happens, they’re back at Square One, trying to figure out motive	So each time something like this happens, they’re back at Square One, trying to figure out motive.	Doubt
999000184	1579	1594	it doesn’t work	This whole idea of a two-state solution, it doesn’t work.” Indeed it doesn’t.	Repetition
771406408	13	26	Muslim Killer	France Gives Muslim Killer of Elderly Jewish Woman a Pass  Every other Muslim terrorist or killer in Europe has his actions blamed on mental illness or drug use.	Name_Calling,Labeling
999000675	893	904	Great Satan	"as ""Great Satan"" during a Tehran University Speech; Says to Iranians: If You Persevere in Your Revolution Despite the Sanctions, ""Victory Will Be Yours."""	Repetition
728972961	4852	4878	You destroyed the Church.”	When I die and go before the judge, God will not be able to say to me, “You destroyed the Church.” I refused to contribute to the destruction of the Church.	Repetition
764664283	7720	7854	It isn’t remotely accurate, but it feels good, and for the Catholic and Leftist establishment today, that seems to be all that matters	It isn’t remotely accurate, but it feels good, and for the Catholic and Leftist establishment today, that seems to be all that matters.	Causal_Oversimplification
694327499	5950	6079	But such embarrassing truths need not impede the Bergoglian Mercy Train as it barrels toward a train wreck at the end of the line	But such embarrassing truths need not impede the Bergoglian Mercy Train as it barrels toward a train wreck at the end of the line.	Loaded_Language
780414700	10905	10959	many good and virtuous priests, bishops, and cardinals	The sins and crimes of McCarrick, and of far too many others in the Church, bring suspicion and mistrust upon many good and virtuous priests, bishops, and cardinals, and suspicion and mistrust upon many great and respectable seminaries and so many holy and faithful seminarians.	Name_Calling,Labeling
999000312	3968	3983	to curry favour	Plainly the government of Ecuador is releasing lies about Assange to curry favour with the security establishment of the USA and UK, and to damage Assange’s support prior to expelling him from the Embassy.	Loaded_Language
780786973	2675	2696	the Rigged Witch Hunt	Trump also continued to cast himself as a victim in the matter, saying when he attempts to “FIGHT BACK or say anything bad about the Rigged Witch Hunt,” his critics “scream Obstruction!” Mueller also is looking at whether some of Trump’s actions like firing then-FBI Director James B. Comey or statements about the Russia probe since taking office amount to an attempt to interfere illegally with the special counsel probe.	Name_Calling,Labeling
761546223	2949	2962	my curriculum	Another feature of my curriculum is that it provides students the opportunity to create and run their own internet businesses.	Repetition
778139122	11732	11750	super-max hellhole	If Julian is allowed to be spirited away to some super-max hellhole, it will be a great atrocity.	Loaded_Language
783702663	8440	8457	allegedly quashed	), that he “has a history” of “innuendo and conspiracy theories” (a gratuitous assertion unsupported by evidence of falsity), that he allegedly quashed an investigation of Archbishop John Nienstedt and ordered evidence destroyed (an allegation Viganò has immediately and categorically denied with conclusive supporting documents, but in any event a tuo quoque fallacy) and that Allen has “the impression that all this was orchestrated with a political agenda in mind” (the same “conspiracy theory” mentality he gratuitously attributes to Viganò).	Loaded_Language
706777811	807	817	high alert	Ten other African countries have also been placed on high alert, warning that an outbreak could occur at any time.	Loaded_Language
761780613	887	899	No Collusion	"So much time and money wasted, so many lives ruined...and Sessions knew better than most that there was No Collusion!"""	Slogans
773520636	6376	6475	I ask, are Christians to submit to those who have sanctioned the murder of the innocent in the womb	I ask, are Christians to submit to those who have sanctioned the murder of the innocent in the womb (Exodus 20:13; Proverbs 6:17)?	Doubt
725731328	547	563	God damn America	The media gave scant coverage to Obama’s close relationship with radical Reverend Jeremiah “God damn America) Wright who blamed the US for 9/11.	Slogans
762206044	8127	8143	devastating hack	Yet Wasserman Schultz said in a statement, “my office was provided no evidence to indicate that laws had been broken, which over time, raised troubling concerns about due process, fair treatment and potential ethnic and religious profiling.” Wasserman Schultz was defending someone investigators allegedly told her was suspected of cybersecurity violations, despite having resigned from her position as DNC head following a devastating hack during the 2016 election.	Loaded_Language
788056108	3765	3783	relentless assault	But he sounds like one.” That is, Fisher was not concerned about Bergoglio’s relentless assault on traditional Catholic teaching and practice—to her, opposition to Francis on that account is just “ideology”—but only his role in covering up sexual abuse by bishops and priests.	Loaded_Language
788056108	10603	10746	the leader of a personality cult everyone is commanded to “love” (in the superficially emotional sense) and obey no matter what he says or does	This theological error, which Bergoglio has exploited to the hilt, is a key element in the related error of papalotry, which elevates the person of the Pope above the office he occupies and makes of him the leader of a personality cult everyone is commanded to “love” (in the superficially emotional sense) and obey no matter what he says or does, rather than a custodian and defender of the Deposit of Faith whose lovability, personality and opinions are utterly irrelevant to the exercise and scope of his office.	Name_Calling,Labeling
765197039	446	469	the global jihad threat	Now Farage has apparently decided that if he can’t beat them, he’ll join them — if not on Brexit, then in their stance of denial and appeasement regarding the global jihad threat.’ At a recent dinner of the UK Independence Party (UKIP), which he formerly headed, Farage said: “If dealing with Islamic fundamentalism becomes a battle between us and the entire religion, I’ll tell you the result: we’ll lose.	Name_Calling,Labeling
725498022	20682	20795	given Francis’s usual methods, it’s anyone’s guess who in reality is actually dealing with these cases, if anyone	This has been denied by Greg Burke, but given Francis’s usual methods, it’s anyone’s guess who in reality is actually dealing with these cases, if anyone.	Doubt
711566593	1164	1250	means to foment hate, to foment division and to foment a program of mass deportation,”	and they may soon avail themselves of the presumption of innocence beyond a reasonable doubt, so I ask that they reflect on that before they comment or disparage the results of this case.” “From day one this case was used as a means to foment hate, to foment division and to foment a program of mass deportation,” added defense attorney Francisco Ugarte.	Loaded_Language
694811415	274	321	Paddock could not have carried out the massacre	“It’s gotta be a set-up”: Neighbor of Las Vegas Shooter Claims He Didn’t Do It  This report was originally published by Paul Joseph Watson at Infowars.com A caller to the Michael Savage radio show who says he was neighbors with Las Vegas gunman Stephen Paddock asserts that Paddock could not have carried out the massacre and that it was actually a “set-up”.	Black-and-White_Fallacy
721890296	4122	4385	"He has genuinely reached out his hand to help Christian migrants instead of Muslim migrants and he seems to be one that holds to the Christian faith, as emulated by the Protestant Reformers, saying, ""That which serves the glory of God is the best for the people."""	"He has genuinely reached out his hand to help Christian migrants instead of Muslim migrants and he seems to be one that holds to the Christian faith, as emulated by the Protestant Reformers, saying, ""That which serves the glory of God is the best for the people."""	Flag-Waving
755170235	5775	5900	America will face a choice between accepting a nuclear-armed Iran or acting to destroy as much of this capability as possible	“Absent a change in government within Iran, America will face a choice between accepting a nuclear-armed Iran or acting to destroy as much of this capability as possible.” That said, President Trump made clear earlier in the week that US officials must make efforts to differentiate between the people of Iran and its ruling regime.	Black-and-White_Fallacy
777488669	14593	14726	the death penalty as administered by society must be viewed against the backdrop of divine revelation if it is to make any real sense	As it is, the death penalty as administered by society must be viewed against the backdrop of divine revelation if it is to make any real sense.	Black-and-White_Fallacy
757611486	7332	7346	indoctrination	So for the students to have to memorize this prayer, it does seem like it is indoctrination.” None of the encroachments of Islam in public schools should come as any real surprise.	Repetition
999000155	466	516	Fine. I don’t care if you go and do that, go ahead	Arizona Democrat Senate Candidate Kyrsten Sinema Refuses To Retract Saying It’s OK For Americans To Join Taliban  Fox News reported recently that in a February 2003 radio interview, Green Party activist Ernest Hancock said to Kyrsten Sinema, who is now Arizona’s Democrat candidate for Senate: “As an individual, if I want to go fight in the Taliban army, I go over there, and I’m fighting for the Taliban, I’m saying that’s a personal decision.” Sinema responded: “Fine. I don’t care if you go and do that, go ahead.” And now she is doubling down.	Thought-terminating_Cliches
762340819	1861	1893	black-hearted Presbyterian bigot	That black-hearted Presbyterian bigot arguably gave the world Hitler and World War II, so he is definitely in the Final Four.	Name_Calling,Labeling
786344683	2208	2218	No one did	No one did.	Exaggeration,Minimisation
707772906	550	604	sexual harassment is rampant in the halls of Congress”	Earlier this week, I wrote an article about how “sexual harassment is rampant in the halls of Congress”, and that was before a female radio anchor named LeeAnn Tweeden revealed that Al Franken had “forcibly kissed” and groped her during a USO tour in 2006.	Exaggeration,Minimisation
729578579	645	742	the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…?	And then remember how the pope had apologised-except-not-really because the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…?	Doubt
999000675	1968	1987	he assimilates with	He also blasted American support for Saudi Arabia, Iran’s arch-rival in the region, and added, “Satan seeks to divide Muslims and wants them to kill each other, while God tells us in the Quran to be united.” This man is a domestic terrorist and he assimilates with avowed enemies of the US, many of them US Democrats.	Loaded_Language
999001619	11118	11371	The Guardian has been vocal in the so-called “fake news” hysteria, decrying the influence of social media, the only place where leftwing dissidents have managed to find a small foothold to promote their politics and counter the corporate media narrative	The Guardian has been vocal in the so-called “fake news” hysteria, decrying the influence of social media, the only place where leftwing dissidents have managed to find a small foothold to promote their politics and counter the corporate media narrative.	Doubt
789615291	9370	9506	every accusation of sexual assault, no matter how much it’s unsupported by corroborating evidence or even plausibility, must be believed	Because Republicans fear the backlash from all those women voters who presumably agree with the fundamentalist feminists, and insist that every accusation of sexual assault, no matter how much it’s unsupported by corroborating evidence or even plausibility, must be believed.	Exaggeration,Minimisation
999001032	1854	1954	When asked how Gillum would fund all the programs he says he wants to fund, Smith says Gillum “can’t	When asked how Gillum would fund all the programs he says he wants to fund, Smith says Gillum “can’t,” and when asked if voters are aware that Gillum cannot deliver on his proposed programs, Smith says: SMITH: “That’s not for them to know… That’s not for them to know.	Doubt
999000125	889	994	no one looks in the mirror and thinks, ‘this black thing is too easy, let me just add another thing to it	Patel joked that being gay cannot be a choice because “no one looks in the mirror and thinks, ‘this black thing is too easy, let me just add another thing to it.’” About 30 minutes into Patel’s set, members of AAA interrupted the performance, denounced his jokes about racial identities and sexual orientation, and provided him with a few moments for closing remarks.	Exaggeration,Minimisation
697472447	3397	3459	so why change the narrative to make it even more unbelievable?	Police have said that when Campos radioed what happened, it helped them track where Paddock was holed up – so why change the narrative to make it even more unbelievable?	Doubt
762200179	6376	6386	absolutely	"A former administration official told CNN that reports suggesting they were planning to restore Iran's access to the US financial system ""were absolutely false,"" that the license was ""totally in line with our well-known obligations under the deal."""	Exaggeration,Minimisation
761610997	513	521	comatose	It could be comatose.	Loaded_Language
758512204	1490	1505	Muslim spy ring	And the father of Muslim spy ring Imran Awan transferred a USB drive to a Pakistani senator and former head of a Pakistani intelligence agency.	Name_Calling,Labeling
706501640	1527	1544	difficult at best	Airborne infections are difficult at best to control.	Loaded_Language
776373795	1685	1706	hiding in plain sight	Adam B. Schiff of California, the top Democrat on the House Intelligence Committee, to accuse the president of obstruction “hiding in plain sight.” “The President of the United States just called on his Attorney General to put an end to an investigation in which the President, his family and campaign may be implicated,” Schiff tweeted.	Loaded_Language
788056108	12204	12215	unspeakable	And just as a synod was employed to address three rival claimants to the papal throne in 1046, declaring at least two of them deposed, so today might it be possible for reform-minded cardinals and bishops, comprising an imperfect council, to undo the incalculable damage caused by the cabal that lobbied for Bergoglio’s election before the last conclave—a cabal that included none other than McCarrick, whom Bergoglio rewarded by rehabilitating that monster despite the massive evidence of his unspeakable crimes.	Loaded_Language
999001287	3424	3790	Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates. “Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday	Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates. “Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday.	Appeal_to_Authority
778139122	6098	6118	irreversible tragedy	Cypherpunks: Freedom a... Julian Assange Best Price: $3.04 Buy New $9.55 (as of 06:45 EDT - Details) In a letter to the Australian prime minister, Malcolm Turnbull, Julian’s father, John Shipton, wrote: “I ask the prime minister to do all within his power to return Julian home before Julian’s situation becomes an irreversible tragedy.” That is why this is such an urgent case of justice toward a single human being as well as a case of a journalistic organization’s right to function and our right to have the information it provides.	Loaded_Language
724791253	517	629	Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation	Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation.	Whataboutism,Straw_Men,Red_Herring
777488669	1750	1759	so wicked	"Although men certainly continued to kill one another in a society which in fact became so wicked ""that all the thought of their heart was bent upon evil at all times,"" they did so as murderers, outside God's law without legal right."	Loaded_Language
786250729	3166	3187	NOTHING is being done	New Strzok-Page texts reveal “Media Leak Strategy.” @FoxNews So terrible, and NOTHING is being done at DOJ or FBI – but the world is watching, and they get it completely.	Exaggeration,Minimisation
999001619	13639	13958	The truth is that the Guardian has not erred in this latest story attacking Assange, or in its much longer-running campaign to vilify him. With this story, it has done what it regularly does when supposedly vital western foreign policy interests are at stake – it simply regurgitates an elite-serving, western narrative	The truth is that the Guardian has not erred in this latest story attacking Assange, or in its much longer-running campaign to vilify him. With this story, it has done what it regularly does when supposedly vital western foreign policy interests are at stake – it simply regurgitates an elite-serving, western narrative.	Doubt
711566593	1381	1441	today is a day of vindication for the rights of immigrants.”	I believe today is a day of vindication for the rights of immigrants.” Alex Bastian of the San Francisco prosecutor’s office told reporters the verdict “was not the one we were hoping for,” but the Steinle family could be forgiven for any reasonable doubts about the prosecution.	Slogans
776373795	1939	1960	hiding in plain sight	“This is an attempt to obstruct justice hiding in plain sight.	Loaded_Language
731762731	1184	1208	prayerful consideration”	Sign up for more newsletters here O’Malley, the archbishop of Boston, said in the statement that the pope had “given much prayerful consideration” to the membership of the panel.	Loaded_Language
729303442	2878	2914	anti-Semitic tropes of Jewish people	Democratize SSMU deleted the message, which targeted Lew and two other candidates, after the meeting and apologized for publishing material that was “insensitive to anti-Semitic tropes of Jewish people as corrupt and politically powerful.” The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew.	Name_Calling,Labeling
759337941	402	414	Muslim spies	The Democrat leadership collusion with Muslim spies is the biggest story of treason and espionage in the recent memory.	Name_Calling,Labeling
